Query Term: 1
759 Crl.A.41.pdf 0.0
760 Crl.A.43.pdf 0.0
761 Crl.A.44.pdf 0.0
762 Crl.A.45.pdf 0.0
763 Crl.A.46.pdf 0.0
764 Crl.A.47.pdf 0.0
765 Crl.A.48.pdf 0.0
766 Crl.A.49.pdf 0.045
767 Crl.A.50.pdf 0.0
768 Crl.A.51.pdf 0.009
769 Crl.A.52.pdf 0.069
770 Crl.A.53.pdf 0.017
771 Crl.A.54.pdf 0.0
772 Crl.A.55.pdf 0.02
773 Crl.A.56.pdf 0.0
774 Crl.A.57.pdf 0.016
775 Crl.A.58.pdf 0.0
776 Crl.A.59.pdf 0.0
777 Crl.A.60.pdf 0.0
778 Crl.A.61.pdf 0.0
779 Crl.A.62.pdf 0.007
780 Crl.A.63.pdf 0.0
781 Crl.A.64.pdf 0.055
782 Crl.A.65.pdf 0.014
783 Crl.A.66.pdf 0.05
784 Crl.A.67.pdf 0.0
785 Crl.A.69.pdf 0.0
786 Crl.A.70.pdf 0.075
787 Crl.A.71.pdf 0.06
788 Crl.A.73.pdf 0.0
789 Crl.A.74.pdf 0.0
790 Crl.A.75.pdf 0.0
791 Crl.A.76.pdf 0.0
792 Crl.A.77.pdf 0.0
793 Crl.A.78.pdf 0.0
794 Crl.A.79.pdf 0.0
795 Crl.A.80.pdf 0.0
796 Crl.A.81.pdf 0.0
797 Crl.A.82.pdf 0.0
798 Crl.A.83.pdf 0.0
799 Crl.A.84.pdf 0.0
800 Crl.A.85.pdf 0.0
801 Crl.A.86.pdf 0.0
802 Crl.A.87.pdf 0.0
803 Crl.A.88.pdf 0.0
804 Crl.A.89.pdf 0.0
805 Crl.A.90.pdf 0.0
806 Crl.A.91.pdf 0.0
807 Crl.A.92.pdf 0.016
808 Crl.A.93.pdf 0.0
809 Crl.A.94.pdf 0.0
810 Crl.A.95.pdf 0.0
811 Crl.A.96.pdf 0.0
812 Crl.A.97.pdf 0.0
813 Crl.A.98.pdf 0.0
814 Crl.A.99.pdf 0.0
815 Crl.A.100.pdf 0.0
816 Crl.A.101.pdf 0.0
817 Crl.A.102.pdf 0.0
818 Crl.A.103.pdf 0.0
819 Crl.A.104.pdf 0.0
820 Crl.A.105.pdf 0.0
821 Crl.A.106.pdf 0.0
822 Crl.A.107.pdf 0.0
823 Crl.A.108.pdf 0.0
824 Crl.A.109.pdf 0.0
825 Crl.A.110.pdf 0.0
826 Crl.A.111.pdf 0.0
827 Crl.A.112.pdf 0.034
828 Crl.A.113.pdf 0.0
829 Crl.A.114.pdf 0.0
830 Crl.A.115.pdf 0.0
831 Crl.A.120.pdf 0.0
832 Crl.A.121.pdf 0.0
833 Crl.A.122.pdf 0.014
834 Crl.A.123.pdf 0.0
835 Crl.A.124.pdf 0.0
836 Crl.A.125.pdf 0.019
837 Crl.A.130.pdf 0.0
838 Crl.A.131.pdf 0.0
839 Crl.A.134.pdf 0.0
840 Crl.A.137.pdf 0.041
841 Crl.A.138.pdf 0.0
842 Crl.A.139.pdf 0.0
843 Crl.A.140.pdf 0.0
844 Crl.A.141.pdf 0.015
845 Crl.A.143.pdf 0.0
846 Crl.A.144.pdf 0.0
847 Crl.A.145.pdf 0.0
848 Crl.A.146.pdf 0.02
849 Crl.A.147.pdf 0.018
850 Crl.A.148.pdf 0.017
851 Crl.A.149.pdf 0.0
852 Crl.A.151.pdf 0.013
853 Crl.A.153.pdf 0.0
854 Crl.A.155.pdf 0.0
855 Crl.A.156.pdf 0.0
856 Crl.A.157.pdf 0.0
857 Crl.A.158.pdf 0.0
858 Crl.A.159.pdf 0.0
859 Crl.A.160.pdf 0.01
860 Crl.A.161.pdf 0.0
861 Crl.A.162.pdf 0.032
862 Crl.A.163.pdf 0.0
863 Crl.A.164.pdf 0.0
864 Crl.A.165.pdf 0.0
865 Crl.A.166.pdf 0.0
866 Crl.A.167.pdf 0.0
867 Crl.A.169.pdf 0.0
868 Crl.A.170.pdf 0.007
869 Crl.A.171.pdf 0.024
870 Crl.A.172.pdf 0.0
871 Crl.A.173.pdf 0.0
872 Crl.A.174.pdf 0.013
873 Crl.A.175.pdf 0.0
874 Crl.A.177.pdf 0.015
875 Crl.A.178.pdf 0.01
876 Crl.A.179.pdf 0.0
877 Crl.A.180.pdf 0.006
878 Crl.A.181.pdf 0.006
879 Crl.A.182.pdf 0.033
880 Crl.A.183.pdf 0.018
881 Crl.A.184.pdf 0.0
882 Crl.P.1.pdf 0.0
883 Crl.P.2.pdf 0.0
884 Crl.P.3.pdf 0.026
885 Crl.P.4.pdf 0.0
886 Crl.P.5.pdf 0.0
887 Crl.P.6.pdf 0.0
888 Crl.P.7.pdf 0.0
889 Crl.P.8.pdf 0.0
890 Crl.P.9.pdf 0.0
891 Crl.P.10.pdf 0.0
892 Crl.P.11.pdf 0.013
893 Crl.P.12.pdf 0.0
894 Crl.P.13.pdf 0.0
895 Crl.P.14.pdf 0.045
896 Crl.P.15.pdf 0.0
897 Crl.P.16.pdf 0.0
898 Crl.P.17.pdf 0.0
899 Crl.P.18.pdf 0.0
900 Crl.P.19.pdf 0.0
901 Crl.P.22.pdf 0.0
902 Crl.P.24.pdf 0.0
903 Crl.P.25.pdf 0.014
904 Crl.P.26.pdf 0.0
905 Crl.P.27.pdf 0.071
906 Crl.P.28.pdf 0.017
907 Crl.P.30.pdf 0.0
908 Crl.P.31.pdf 0.0
909 Crl.P.32.pdf 0.0
910 Crl.P.33.pdf 0.013
911 Crl.P.34.pdf 0.0
912 Crl.P.35.pdf 0.0
913 Crl.P.36.pdf 0.0
914 Crl.P.37.pdf 0.0
915 Crl.P.38.pdf 0.0
916 Crl.P.39.pdf 0.0
917 Crl.P.41.pdf 0.007
918 Crl.P.42.pdf 0.0
919 Crl.P.43.pdf 0.0
920 Crl.P.45.pdf 0.0
921 Crl.P.46.pdf 0.0
922 Crl.P.47.pdf 0.0
923 Crl.P.48.pdf 0.0
924 Crl.P.49.pdf 0.058
925 Crl.P.50.pdf 0.0
926 Crl.P.51.pdf 0.0
927 Crl.P.52.pdf 0.0
928 Crl.P.53.pdf 0.0
929 Crl.P.54.pdf 0.0
930 Crl.P.55.pdf 0.0
931 Crl.P.56.pdf 0.034
932 Crl.P.57.pdf 0.0
933 Crl.P.58.pdf 0.042
934 Crl.P.59.pdf 0.0
935 Crl.P.60.pdf 0.0
936 Crl.P.61.pdf 0.012
937 Crl.P.62.pdf 0.0
938 Crl.P.63.pdf 0.0
939 Crl.P.64.pdf 0.0
940 Crl.P.65.pdf 0.0
941 Crl.P.66.pdf 0.0
942 Crl.P.67.pdf 0.0
943 Crl.P.68.pdf 0.0
944 Crl.P.69.pdf 0.0
945 Crl.P.70.pdf 0.0
946 Crl.P.71.pdf 0.0
947 Crl.P.72.pdf 0.0
948 Crl.P.73.pdf 0.0
949 Crl.P.74.pdf 0.0
950 Crl.P.75.pdf 0.0
951 Crl.P.76.pdf 0.0
952 Crl.P.77.pdf 0.0
953 Crl.P.78.pdf 0.0
954 Crl.P.79.pdf 0.0
955 Crl.P.80.pdf 0.0
956 Crl.P.81.pdf 0.0
957 Crl.P.82.pdf 0.0
958 Crl.P.83.pdf 0.0
959 Crl.P.84.pdf 0.0
960 Crl.P.85.pdf 0.0
961 Crl.P.86.pdf 0.0
962 Crl.P.87.pdf 0.0
963 Crl.P.88.pdf 0.0
964 Crl.P.89.pdf 0.0
965 Crl.P.90.pdf 0.0
966 Crl.P.91.pdf 0.0
967 Crl.P.92.pdf 0.0
968 Crl.P.93.pdf 0.0
969 Crl.P.94.pdf 0.0
970 Crl.P.95.pdf 0.0
971 Crl.P.96.pdf 0.0
972 Crl.P.97.pdf 0.0
973 Crl.P.98.pdf 0.0
974 Crl.P.99.pdf 0.0
975 Crl.P.100.pdf 0.0
976 Crl.P.101.pdf 0.0
977 Crl.P.102.pdf 0.0
978 Crl.P.103.pdf 0.0
979 Crl.P.104.pdf 0.0
980 Crl.P.105.pdf 0.0
981 Crl.P.106.pdf 0.0
982 Crl.P.107.pdf 0.0
983 Crl.P.108.pdf 0.0
984 Crl.P.109.pdf 0.0
985 Crl.P.110.pdf 0.0
986 Crl.P.111.pdf 0.0
987 Crl.P.112.pdf 0.01
988 Crl.P.113.pdf 0.0
989 Crl.P.114.pdf 0.0
990 Crl.P.115.pdf 0.0
991 Crl.P.116.pdf 0.0
992 Crl.P.117.pdf 0.0
993 Crl.P.118.pdf 0.0
994 Crl.P.119.pdf 0.0
995 Crl.P.120.pdf 0.0
996 Crl.P.121.pdf 0.0
997 Crl.P.122.pdf 0.0
998 Crl.P.123.pdf 0.0
999 Crl.P.124.pdf 0.0
1000 Crl.P.125.pdf 0.011
1001 Crl.P.126.pdf 0.0
1002 Crl.P.127.pdf 0.0
1003 Crl.P.128.pdf 0.0
1004 Crl.P.129.pdf 0.0
1005 Crl.P.130.pdf 0.026
1006 Crl.P.131.pdf 0.0
1007 Crl.P.132.pdf 0.0
1008 Crl.P.133.pdf 0.0
1009 Crl.P.134.pdf 0.0
1010 Crl.P.135.pdf 0.021
1011 Crl.P.137.pdf 0.0
1012 Crl.P.138.pdf 0.0
1013 Crl.P.139.pdf 0.0
1014 Crl.P.140.pdf 0.0
1015 Crl.P.141.pdf 0.0
1016 Crl.P.142.pdf 0.0
1017 Crl.P.143.pdf 0.0
1018 Crl.P.144.pdf 0.0
1019 Crl.P.145.pdf 0.0
1020 Crl.P.146.pdf 0.035
1021 Crl.P.147.pdf 0.015
1022 Crl.P.148.pdf 0.0
1023 Crl.P.149.pdf 0.0
1024 Crl.P.150.pdf 0.049
1025 Crl.P.151.pdf 0.0
1026 Crl.P.152.pdf 0.0
1027 Crl.P.153.pdf 0.0
1028 Crl.P.154.pdf 0.0
1029 Crl.P.155.pdf 0.0
1030 Crl.P.156.pdf 0.0
1031 Crl.P.157.pdf 0.0
1032 Crl.P.158.pdf 0.0
1033 Crl.P.159.pdf 0.0
1034 Crl.P.160.pdf 0.0
1035 Crl.P.161.pdf 0.045
1036 Crl.P.162.pdf 0.0
1037 Crl.P.163.pdf 0.028
1038 Crl.P.164.pdf 0.018
1039 Crl.P.165.pdf 0.023
1040 Crl.P.166.pdf 0.0
1041 Crl.P.167.pdf 0.0
1042 Crl.P.168.pdf 0.014
1043 Crl.P.169.pdf 0.038
1044 Crl.P.170.pdf 0.0
1045 Crl.P.171.pdf 0.0
1046 Crl.P.172.pdf 0.0
1047 Crl.P.173.pdf 0.0
1048 Crl.P.174.pdf 0.0
1049 Crl.P.175.pdf 0.0
1050 Crl.P.176.pdf 0.0
1051 Crl.P.177.pdf 0.0
1052 Crl.P.178.pdf 0.012
1053 Crl.P.179.pdf 0.0
1054 Crl.P.180.pdf 0.0
1055 Crl.P.181.pdf 0.0
1056 Crl.P.182.pdf 0.042
1057 Crl.P.183.pdf 0.0
1058 Crl.P.184.pdf 0.0
1059 Crl.P.185.pdf 0.011
1060 Crl.P.187.pdf 0.0
1061 Crl.P.188.pdf 0.0
1062 Crl.P.189.pdf 0.0
1063 Crl.P.190.pdf 0.009
1064 Crl.P.191.pdf 0.0
1065 Crl.P.192.pdf 0.0
1066 Crl.P.193.pdf 0.0
1067 Crl.P.194.pdf 0.0
1068 Crl.P.195.pdf 0.0
1069 Crl.P.196.pdf 0.0
1070 Crl.P.197.pdf 0.0
1071 Crl.P.198.pdf 0.0
1072 Crl.P.199.pdf 0.0
1073 Crl.P.200.pdf 0.0
1074 Crl.P.201.pdf 0.01
1075 Crl.P.203.pdf 0.0
1076 Crl.P.204.pdf 0.0
1077 Crl.P.205.pdf 0.0
1078 Crl.P.206.pdf 0.0
1079 Crl.P.207.pdf 0.0
1080 Crl.P.208.pdf 0.0
1081 Crl.P.209.pdf 0.007
1082 Crl.P.210.pdf 0.0
1083 Crl.P.211.pdf 0.018
1084 Crl.P.212.pdf 0.0
1085 Crl.P.213.pdf 0.0
1086 Crl.P.214.pdf 0.0
1087 Crl.P.215.pdf 0.0
1088 Crl.P.216.pdf 0.0
1089 Crl.P.217.pdf 0.0
1090 Crl.P.218.pdf 0.0
1091 Crl.P.219.pdf 0.012
1092 Crl.P.220.pdf 0.0
1093 Crl.P.221.pdf 0.0
1094 Crl.P.222.pdf 0.0
1095 Crl.P.223.pdf 0.0
1096 Crl.P.224.pdf 0.026
1097 Crl.P.225.pdf 0.0
1098 Crl.P.226.pdf 0.035
1099 Crl.P.227.pdf 0.0
1100 Crl.P.228.pdf 0.0
1101 Crl.P.229.pdf 0.0
1102 Crl.P.230.pdf 0.0
1103 Crl.P.231.pdf 0.0
1104 Crl.P.232.pdf 0.063
1105 Crl.P.233.pdf 0.0
1106 Crl.P.234.pdf 0.0
1107 Crl.P.235.pdf 0.0
1108 Crl.P.236.pdf 0.0
1109 Crl.P.237.pdf 0.0
1110 Crl.P.238.pdf 0.0
1111 Crl.P.239.pdf 0.0
1112 Crl.P.240.pdf 0.0
1113 Crl.P.241.pdf 0.0
1114 Crl.P.242.pdf 0.02
1115 Crl.P.243.pdf 0.035
1116 Crl.P.245.pdf 0.0
1117 Crl.P.246.pdf 0.0
1118 Crl.P.247.pdf 0.023
1119 Crl.P.248.pdf 0.0
1120 Crl.P.249.pdf 0.0
1121 Crl.P.250.pdf 0.009
1122 Crl.P.251.pdf 0.0
1123 Crl.P.252.pdf 0.0
1124 Crl.P.253.pdf 0.0
1125 Crl.P.254.pdf 0.0
1126 Crl.P.255.pdf 0.0
1127 Crl.P.256.pdf 0.0
1128 Crl.P.257.pdf 0.0
1129 Crl.P.258.pdf 0.0
1130 Crl.P.259.pdf 0.0
1131 Crl.P.260.pdf 0.04
1132 Crl.P.262.pdf 0.0
1133 Crl.P.263.pdf 0.0
1134 Crl.P.264.pdf 0.017
1135 S.M.C.1.pdf 0.012
1136 S.M.C.2.pdf 0.017
1137 S.M.C.3.pdf 0.01
1138 S.M.C.4.pdf 0.015
1139 S.M.C.7.pdf 0.019
1140 S.M.C.8.pdf 0.0
1141 S.M.C.10.pdf 0.0
1142 S.M.C.11.pdf 0.0
1143 S.M.C.12.pdf 0.0
1144 S.M.C.14.pdf 0.014
1145 S.M.C.15.pdf 0.037
1146 S.M.C.16.pdf 0.0
1147 S.M.C.17.pdf 0.014
1148 S.M.C.18.pdf 0.017
1149 S.M.C.19.pdf 0.024
1150 S.M.C.20.pdf 0.0
1151 S.M.C.21.pdf 0.017
1152 S.M.C.22.pdf 0.0
1153 S.M.C.23.pdf 0.0
1154 S.M.C.24.pdf 0.0
1155 S.M.C.25.pdf 0.0
1156 S.M.C.26.pdf 0.0
1157 S.M.C.27.pdf 0.0
1158 S.M.C.28.pdf 0.0
1159 S.M.C.29.pdf 0.0
1160 S.M.C.30.pdf 0.0
1161 S.M.C.31.pdf 0.0
1162 S.M.C.32.pdf 0.021
1163 S.M.C.33.pdf 0.0
1164 S.M.C.34.pdf 0.029
1165 S.M.C.35.pdf 0.028
1166 S.M.C.36.pdf 0.0
1167 S.M.C.37.pdf 0.0
1168 S.M.C.38.pdf 0.025
1169 S.M.C.39.pdf 0.006
1170 S.M.C.40.pdf 0.023
1171 S.M.C.41.pdf 0.0
1172 S.M.C.42.pdf 0.03
1173 S.M.C.43.pdf 0.007
1174 S.M.C.44.pdf 0.007
1175 S.M.C.46.pdf 0.0
1176 S.M.C.47.pdf 0.032
1177 S.M.C.48.pdf 0.02
1178 S.M.C.49.pdf 0.031
1179 S.M.C.50.pdf 0.011
1180 S.M.C.51.pdf 0.067
1181 S.M.C.52.pdf 0.011
1182 S.M.C.54.pdf 0.0
1183 S.M.C.55.pdf 0.009
1184 S.M.C.56.pdf 0.011
1185 S.M.C.57.pdf 0.0
1186 S.M.C.58.pdf 0.0
1187 S.M.C.59.pdf 0.0
1188 S.M.C.60.pdf 0.017
1189 S.M.C.61.pdf 0.0
1190 S.M.C.62.pdf 0.0
1191 S.M.C.63.pdf 0.0
1192 S.M.C.65.pdf 0.023
1193 S.M.C.67.pdf 0.007
1194 S.M.C.68.pdf 0.021
1195 S.M.C.69.pdf 0.0
1196 S.M.C.70.pdf 0.044
1197 S.M.C.71.pdf 0.017
1198 S.M.C.72.pdf 0.021
1199 S.M.C.73.pdf 0.034
1200 S.M.C.74.pdf 0.0
1201 S.M.C.75.pdf 0.01
1202 S.M.C.76.pdf 0.0
1203 S.M.C.77.pdf 0.0
1204 S.M.C.79.pdf 0.0
1205 S.M.C.80.pdf 0.016
1206 S.M.C.81.pdf 0.02
1207 S.M.C.83.pdf 0.01
1208 S.M.C.84.pdf 0.0
1209 S.M.C.85.pdf 0.011
1210 S.M.C.86.pdf 0.021
1211 S.M.C.88.pdf 0.018
1212 S.M.C.89.pdf 0.0
1213 S.M.C.90.pdf 0.038
1214 S.M.C.91.pdf 0.029
1215 S.M.C.92.pdf 0.031
1216 S.M.C.93.pdf 0.0
1217 S.M.C.94.pdf 0.0
1218 S.M.C.95.pdf 0.0
1219 S.M.C.96.pdf 0.0
1220 S.M.C.97.pdf 0.0
1221 S.M.C.98.pdf 0.009
1222 S.M.C.99.pdf 0.0
1223 S.M.C.100.pdf 0.023
1224 S.M.C.101.pdf 0.046
1225 S.M.C.103.pdf 0.009

Query Term: 4
Weighting Scheme: TFIDF
1 C.A.1.pdf 0.029
2 C.A.2.pdf 0.01
3 C.A.3.pdf 0.0
4 C.A.4.pdf 0.0
5 C.A.5.pdf 0.0
6 C.A.6.pdf 0.026
7 C.A.7.pdf 0.03
8 C.A.8.pdf 0.013
9 C.A.10.pdf 0.0
10 C.A.13.pdf 0.023
11 C.A.17.pdf 0.012
12 C.A.18.pdf 0.017
13 C.A.19.pdf 0.031
14 C.A.20.pdf 0.0
15 C.A.21.pdf 0.037
16 C.A.22.pdf 0.0
17 C.A.23.pdf 0.011
18 C.A.24.pdf 0.027
19 C.A.25.pdf 0.0
20 C.A.27.pdf 0.019
21 C.A.28.pdf 0.007
22 C.A.29.pdf 0.033
23 C.A.30.pdf 0.008
24 C.A.31.pdf 0.027
25 C.A.32.pdf 0.013
26 C.A.33.pdf 0.016
27 C.A.34.pdf 0.014
28 C.A.35.pdf 0.02
29 C.A.36.pdf 0.008
30 C.A.37.pdf 0.024
31 C.A.38.pdf 0.028
32 C.A.39.pdf 0.014
33 C.A.40.pdf 0.0
34 C.A.41.pdf 0.02
35 C.A.42.pdf 0.01
36 C.A.44.pdf 0.0
37 C.A.45.pdf 0.01
38 C.A.46.pdf 0.013
39 C.A.47.pdf 0.041
40 C.A.48.pdf 0.014
41 C.A.49.pdf 0.0
42 C.A.50.pdf 0.036
43 C.A.51.pdf 0.023
44 C.A.52.pdf 0.014
45 C.A.53.pdf 0.0
46 C.A.54.pdf 0.02
47 C.A.55.pdf 0.0
48 C.A.59.pdf 0.007
49 C.A.60.pdf 0.0
50 C.A.61.pdf 0.0
51 C.A.62.pdf 0.0
52 C.A.63.pdf 0.023
53 C.A.64.pdf 0.009
54 C.A.65.pdf 0.022
55 C.A.66.pdf 0.0
56 C.A.67.pdf 0.01
57 C.A.68.pdf 0.022
58 C.A.69.pdf 0.011
59 C.A.70.pdf 0.0
60 C.A.71.pdf 0.012
61 C.A.72.pdf 0.0
62 C.A.73.pdf 0.019
63 C.A.74.pdf 0.014
64 C.A.75.pdf 0.008
65 C.A.76.pdf 0.006
66 C.A.77.pdf 0.0
67 C.A.78.pdf 0.019
68 C.A.79.pdf 0.009
69 C.A.80.pdf 0.03
70 C.A.81.pdf 0.025
71 C.A.82.pdf 0.008
72 C.A.83.pdf 0.01
73 C.A.84.pdf 0.008
74 C.A.85.pdf 0.011
75 C.A.86.pdf 0.0
76 C.A.87.pdf 0.033
77 C.A.88.pdf 0.0
78 C.A.89.pdf 0.007
79 C.A.90.pdf 0.013
80 C.A.91.pdf 0.02
81 C.A.92.pdf 0.021
82 C.A.93.pdf 0.045
83 C.A.94.pdf 0.02
84 C.A.95.pdf 0.0
85 C.A.96.pdf 0.032
86 C.A.97.pdf 0.022
87 C.A.98.pdf 0.0
88 C.A.99.pdf 0.011
89 C.A.100.pdf 0.022
90 C.A.101.pdf 0.03
91 C.A.102.pdf 0.023
92 C.A.103.pdf 0.01
93 C.A.104.pdf 0.023
94 C.A.105.pdf 0.021
95 C.A.106.pdf 0.021
96 C.A.107.pdf 0.023
97 C.A.108.pdf 0.019
98 C.A.109.pdf 0.0
99 C.A.110.pdf 0.01
100 C.A.111.pdf 0.01
101 C.A.112.pdf 0.008
102 C.A.114.pdf 0.034
103 C.A.115.pdf 0.033
104 C.A.116.pdf 0.025
105 C.A.117.pdf 0.022
106 C.A.120.pdf 0.0
107 C.A.121.pdf 0.0
108 C.A.122.pdf 0.02
109 C.A.123.pdf 0.028
110 C.A.124.pdf 0.01
111 C.A.125.pdf 0.021
112 C.A.126.pdf 0.0
113 C.A.127.pdf 0.03
114 C.A.128.pdf 0.0
115 C.A.129.pdf 0.023
116 C.A.132.pdf 0.0
117 C.A.134.pdf 0.026
118 C.A.135.pdf 0.028
119 C.A.136.pdf 0.011
120 C.A.137.pdf 0.009
121 C.A.138.pdf 0.026
122 C.A.139.pdf 0.012
123 C.A.140.pdf 0.0
124 C.A.141.pdf 0.029
125 C.A.142.pdf 0.02
126 C.A.144.pdf 0.031
127 C.A.145.pdf 0.029
128 C.A.146.pdf 0.026
129 C.A.147.pdf 0.018
130 C.A.148.pdf 0.032
131 C.A.149.pdf 0.012
132 C.A.150.pdf 0.015
133 C.A.151.pdf 0.011
134 C.A.152.pdf 0.021
135 C.A.153.pdf 0.013
136 C.A.154.pdf 0.023
137 C.A.155.pdf 0.039
138 C.A.156.pdf 0.013
139 C.A.157.pdf 0.026
140 C.A.158.pdf 0.013
141 C.A.159.pdf 0.014
142 C.A.160.pdf 0.017
143 C.A.161.pdf 0.0
144 C.A.163.pdf 0.012
145 C.A.164.pdf 0.013
146 C.A.171.pdf 0.013
147 C.A.172.pdf 0.039
148 C.A.173.pdf 0.0
149 C.A.174.pdf 0.019
150 C.A.175.pdf 0.0
151 C.A.184.pdf 0.014
152 C.A.185.pdf 0.055
153 C.A.186.pdf 0.027
154 C.A.187.pdf 0.041
155 C.A.188.pdf 0.021
156 C.A.189.pdf 0.0
157 C.A.190.pdf 0.0
158 C.A.191.pdf 0.014
159 C.A.192.pdf 0.0
160 C.A.193.pdf 0.023
161 C.A.194.pdf 0.016
162 C.A.195.pdf 0.056
163 C.A.196.pdf 0.018
164 C.A.197.pdf 0.026
165 C.A.198.pdf 0.022
166 C.A.199.pdf 0.016
167 C.A.200.pdf 0.0
168 C.A.206.pdf 0.016
169 C.A.207.pdf 0.021
170 C.A.208.pdf 0.021
171 C.A.209.pdf 0.011
172 C.A.210.pdf 0.019
173 C.A.211.pdf 0.022
174 C.A.212.pdf 0.0
175 C.A.213.pdf 0.014
176 C.A.214.pdf 0.034
177 C.A.218.pdf 0.039
178 C.A.219.pdf 0.02
179 C.A.222.pdf 0.018
180 C.A.226.pdf 0.013
181 C.A.229.pdf 0.013
182 C.A.230.pdf 0.011
183 C.A.232.pdf 0.01
184 C.A.233.pdf 0.011
185 C.A.234.pdf 0.0
186 C.A.235.pdf 0.014
187 C.A.236.pdf 0.011
188 C.A.237.pdf 0.009
189 C.A.238.pdf 0.036
190 C.A.243.pdf 0.0
191 C.A.244.pdf 0.033
192 C.A.245.pdf 0.0
193 C.A.246.pdf 0.012
194 C.A.247.pdf 0.013
195 C.A.248.pdf 0.017
196 C.A.249.pdf 0.014
197 C.A.250.pdf 0.024
198 C.M.A.1.pdf 0.036
199 C.M.A.2.pdf 0.028
200 C.M.A.3.pdf 0.027
201 C.M.A.4.pdf 0.047
202 C.M.A.5.pdf 0.0
203 C.M.A.6.pdf 0.045
204 C.M.A.7.pdf 0.033
205 C.M.A.8.pdf 0.023
206 C.M.A.9.pdf 0.02
207 C.M.A.10.pdf 0.02
208 C.M.A.11.pdf 0.021
209 C.M.A.12.pdf 0.02
210 C.M.A.13.pdf 0.036
211 C.M.A.14.pdf 0.008
212 C.M.A.15.pdf 0.012
213 C.M.A.16.pdf 0.014
214 C.M.A.17.pdf 0.013
215 C.M.A.18.pdf 0.019
216 C.M.A.19.pdf 0.012
217 C.M.A.20.pdf 0.025
218 C.M.A.21.pdf 0.018
219 C.M.A.22.pdf 0.042
220 C.M.A.23.pdf 0.024
221 C.M.A.24.pdf 0.0
222 C.M.A.26.pdf 0.03
223 C.M.A.27.pdf 0.017
224 C.M.A.28.pdf 0.034
225 C.M.A.29.pdf 0.017
226 C.M.A.30.pdf 0.046
227 C.M.A.31.pdf 0.0
228 C.M.A.33.pdf 0.027
229 C.M.A.34.pdf 0.01
230 C.M.A.35.pdf 0.013
231 C.M.A.37.pdf 0.02
232 C.M.A.39.pdf 0.0
233 C.M.A.40.pdf 0.009
234 C.M.A.42.pdf 0.01
235 C.M.A.43.pdf 0.033
236 C.M.A.44.pdf 0.003
237 C.M.A.45.pdf 0.011
238 C.M.A.46.pdf 0.045
239 C.M.A.47.pdf 0.0
240 C.M.A.48.pdf 0.049
241 C.M.A.49.pdf 0.02
242 C.M.A.50.pdf 0.0
243 C.M.A.51.pdf 0.013
244 C.M.A.52.pdf 0.028
245 C.M.A.53.pdf 0.005
246 C.M.A.54.pdf 0.025
247 C.M.A.55.pdf 0.132
248 C.M.A.56.pdf 0.049
249 C.M.A.57.pdf 0.0
250 C.M.A.58.pdf 0.01
251 C.M.A.59.pdf 0.013
252 C.M.A.60.pdf 0.024
253 C.M.A.61.pdf 0.026
254 C.M.A.63.pdf 0.0
255 C.M.A.65.pdf 0.022
256 C.M.A.66.pdf 0.022
257 C.M.A.67.pdf 0.024
258 C.M.A.68.pdf 0.024
259 C.M.A.69.pdf 0.0
260 C.M.A.70.pdf 0.039
261 C.M.A.71.pdf 0.028
262 C.M.A.72.pdf 0.027
263 C.M.A.73.pdf 0.04
264 C.M.A.74.pdf 0.039
265 C.M.A.75.pdf 0.0
266 C.M.A.76.pdf 0.008
267 C.M.A.77.pdf 0.01
268 C.M.A.78.pdf 0.0
269 C.M.A.79.pdf 0.0
270 C.M.A.80.pdf 0.02
271 C.M.A.81.pdf 0.026
272 C.M.A.82.pdf 0.042
273 C.M.A.84.pdf 0.0
274 C.M.A.85.pdf 0.035
275 C.M.A.86.pdf 0.032
276 C.M.A.87.pdf 0.051
277 C.M.A.88.pdf 0.035
278 C.M.A.89.pdf 0.02
279 C.M.A.91.pdf 0.032
280 C.M.A.92.pdf 0.0
281 C.M.A.93.pdf 0.018
282 C.M.A.94.pdf 0.041
283 C.M.A.95.pdf 0.037
284 C.M.A.96.pdf 0.028
285 C.M.A.97.pdf 0.018
286 C.M.A.98.pdf 0.019
287 C.M.A.99.pdf 0.018
288 C.M.A.100.pdf 0.015
289 C.M.A.101.pdf 0.0
290 C.M.A.102.pdf 0.019
291 C.M.A.103.pdf 0.014
292 C.M.A.104.pdf 0.052
293 C.M.A.105.pdf 0.0
294 C.M.A.106.pdf 0.0
295 C.M.A.107.pdf 0.043
296 C.M.A.108.pdf 0.014
297 C.M.A.109.pdf 0.0
298 C.M.A.110.pdf 0.02
299 C.M.A.111.pdf 0.021
300 C.M.A.112.pdf 0.02
301 C.M.A.113.pdf 0.016
302 C.M.A.114.pdf 0.026
303 C.M.A.115.pdf 0.025
304 C.M.A.116.pdf 0.02
305 C.M.A.117.pdf 0.0
306 C.M.A.118.pdf 0.032
307 C.M.A.119.pdf 0.013
308 C.M.A.120.pdf 0.014
309 C.P.1.pdf 0.011
310 C.P.2.pdf 0.0
311 C.P.3.pdf 0.0
312 C.P.4.pdf 0.0
313 C.P.5.pdf 0.009
314 C.P.6.pdf 0.019
315 C.P.7.pdf 0.013
316 C.P.8.pdf 0.008
317 C.P.9.pdf 0.024
318 C.P.10.pdf 0.031
319 C.P.12.pdf 0.0
